QKEY,INTERVIEW_START_W149,INTERVIEW_END_W149,DEVICE_TYPE_W149,SVYMODE_W149,LANG_W149,FORM_W149,X_KIDS1,X_KIDS2,SATIS_W149,POL1JB_W149,POL1JBSTR_W149,CAMPNII_W149,PRZCMPGN_W149,MATTERS_W149,VOTEGEN24_W149,VOTEGEN24_LEAN_W149,VOTEGEN2_TRUMP_W149,VOTEGEN2_BIDEN_W149,VOTEGEN2_KENNEDY_W149,VOTESTRONG_W149,VOTEGEN24_TWO_W149,SATISPRESCAND_W149,EMTPRESTRUMP_W149,EMTPRESBIDEN_W149,CMPGNTRAIT_PROUD_W149,CMPGNTRAIT_NEG_W149,CMPGNTRAIT_POLCY_W149,ELECT_CONF_A_W149,ELECT_CONF_B_W149,TRUMPISSUE1_W149,TRUMPISSUE2_W149,BIDENISSUE1_W149,BIDENISSUE2_W149,INSTFAV_CONG_W149,INSTFAV_COURT_W149,INSTFAV_REP_W149,INSTFAV_DEM_W149,DTCONF_FRGN_W149,DTCONF_SCT_W149,DTCONF_WRK_W149,DTCONF_ECON_W149,DTCONF_IMMI_W149,DTCONF_ABCN_W149,JBCONF_FRGN_W149,JBCONF_SCT_W149,JBCONF_WRK_W149,JBCONF_ECON_W149,JBCONF_IMMI_W149,JBCONF_ABCN_W149,TRUMPDESC_HNST_W149,TRUMPDESC_ORD_W149,TRUMPDESC_MNSHRP_W149,TRUMPDESC_MEAN_W149,TRUMPDESC_EMB_W149,BIDENDESC_HNST_W149,BIDENDESC_ORD_W149,BIDENDESC_MNSHRP_W149,BIDENDESC_MEAN_W149,BIDENDESC_EMB_W149,FREETRADEUS_W149,AGNCYFAV_FBI_W149,AGNCYFAV_CIA_W149,AGNCYFAV_CDC_W149,AGNCYFAV_SSA_W149,AGNCYFAV_FED_W149,AGNCYFAV_NPS_W149,AGNCYFAV_ED_W149,AGNCYFAV_TRANS_W149,AGNCYFAV_JSTCE_W149,AGNCYFAV_IRS_W149,AGNCYFAV_EPA_W149,AGNCYFAV_NASA_W149,AGNCYFAV_VA_W149,AGNCYFAV_USPS_W149,AGNCYFAV_HHS_W149,AGNCYFAV_HMLND_W149,BILLION_W149,COURTIDEO_W149,COURTPOWER_W149,SCOTUS_PRTSN_W149,SCOTUS_JOB_W149,JB_FP_CH_W149,JB_FP_ISHM_W149,JB_FP_ENR_W149,JB_FP_WRK_W149,JB_FP_NK_W149,JB_FP_IRN_W149,JB_FP_UKR_W149,DT_FP_CH_W149,DT_FP_ISHM_W149,DT_FP_ENR_W149,DT_FP_WRK_W149,DT_FP_NK_W149,DT_FP_IRN_W149,DT_FP_UKR_W149,UKRFOL_W149,UKR_SPRT_W149,RU_UKN_THRT2_W149,USUK_RESP_W149,UA_APPDIS_SANC_W149,UA_APPDIS_MIL_W149,UA_APPDIS_STRIK_W149,UA_CONC_WARRS_W149,UA_CONC_DFT_W149,UA_CONC_MREYR_W149,UA_CONC_INVD_W149,UA_PROG_W149,DEMCARE_W149,DEMEARN_W149,REPCARE_W149,REPEARN_W149,ISGZ_FOL_W149,BIDEN_FAVORISRPAL_W149,TRUMP_FAVORISRPAL_W149,PF_HAPPEN_MED_W149,PF_HAPPEN_HOU_W149,PF_HAPPEN_LOSE_W149,PF_HAPPEN_RAISE_W149,PF_HAPPEN_SAVE_W149,PF_HAPPEN_FOOD_W149,PF_HAPPEN_CHILD_W149,VOTE_MOTIV_W149,VOTEHOW_W149,RPLC_W149,LIVSTAN_W149,LIVSTAN2_W149,HORSE_W149,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W149
202001013969,02-Jul-2024 18:55:43,02-Jul-2024 19:02:39,1,1,9,1,1,2,1,1,1,,1,1,2,,,1,,1,,3,,,2,2,1,1,1,4,3,1,1,2,3,3,2,3,4,4,4,4,3,1,1,1,1,1,1,,,,,,,,,,,1,1,1,2,2,2,1,2,2,,,,,,,,,2,1,,2,4,1,1,1,1,,,,3,3,4,3,,,,3,3,1,1,1,1,1,,,,,4,1,1,3,3,3,3,4,1,1,2,1,2,2,2,2,3,1,3,3,2,2,2,3,3,2,2,1,6,2,,1,1,1,1,1,1,1,1,3,2,,1,,2,4,1,7,4,1,1,2,0.4354860578887751
202001013979,02-Jul-2024 19:03:19,02-Jul-2024 19:13:20,1,1,9,2,2,2,1,1,1,2,,1,2,,,2,,2,,,4,2,2,2,2,2,2,4,3,3,2,3,3,3,2,,,,,,,,,,,,,4,3,3,3,3,2,2,3,3,2,1,,,,,,,,,5,5,5,5,5,5,5,5,3,,1,2,3,,,,,2,2,2,,,,,3,3,3,2,2,4,1,,,,3,3,2,3,6,2,2,5,5,2,1,1,1,2,1,2,1,2,2,1,1,1,4,,2,1,3,6,2,1,2,3,2,2,,1,1,1,1,6,12,,3,6,2,,1,,2,4,1,4,5,1,1,2,0.8661684906351098
202001014026,02-Jul-2024 18:46:35,02-Jul-2024 19:01:06,3,1,9,2,2,1,2,1,1,1,,2,2,,,1,,1,,,4,1,2,1,2,2,2,4,3,1,1,3,3,3,2,,,,,,,,,,,,,4,4,2,1,1,1,1,2,4,2,1,,,,,,,,,2,1,1,1,1,1,1,1,3,,2,2,4,,,,,2,2,2,,,,,3,3,3,2,4,2,2,,,,2,1,2,2,3,2,2,4,3,2,4,4,2,2,2,2,2,2,2,3,2,4,3,7,2,1,3,5,2,3,2,1,6,2,,1,2,2,1,6,1,1,1,5,2,,1,,2,3,1,6,3,2,2,2,0.7998387411514352
202001014032,02-Jul-2024 19:48:46,02-Jul-2024 23:10:02,1,1,9,1,2,2,2,2,1,,4,3,,3,,,,,1,4,,,2,1,2,2,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,4,4,4,4,4,4,,,,,,,,,,,1,3,5,3,4,5,2,4,3,,,,,,,,,3,1,,2,4,3,3,3,3,,,,3,3,4,3,,,,4,4,4,1,2,2,2,,,,,4,3,3,4,5,3,4,4,2,2,2,2,1,2,2,,,,1,,,1,3,6,2,2,2,1,5,2,,1,1,1,1,3,1,1,1,4,3,2,,3,2,3,3,2,3,2,2,2,1.0907330575040388
202001014060,03-Jul-2024 18:09:55,03-Jul-2024 18:30:23,1,1,9,2,2,1,1,1,1,1,,1,2,,,1,,1,,,4,1,2,1,1,1,2,4,3,1,1,2,2,4,2,,,,,,,,,,,,,4,4,3,2,1,1,1,2,4,4,1,,,,,,,,,5,1,5,5,5,2,1,5,3,,3,2,3,,,,,1,1,1,,,,,4,4,4,4,4,4,1,,,,2,3,2,3,6,1,1,4,2,4,4,4,2,2,2,2,2,2,2,1,3,2,2,1,2,1,1,2,2,4,2,3,2,2,,1,1,1,1,3,1,2,1,5,2,,1,,2,4,1,1,4,5,2,1,1.860347931801649
202001014065,02-Jul-2024 19:59:24,02-Jul-2024 20:08:47,1,1,9,1,2,1,2,2,1,,1,1,1,,1,,,1,,3,,,2,1,2,2,2,2,3,3,3,3,2,2,3,1,1,3,1,1,1,3,2,3,4,4,4,,,,,,,,,,,1,3,2,2,2,2,5,3,2,,,,,,,,,3,2,,2,3,4,4,2,2,,,,1,1,2,1,,,,3,1,1,1,1,3,1,,,,,3,4,5,3,3,3,4,4,2,2,2,2,1,2,2,1,1,3,2,4,1,1,3,7,2,2,2,2,3,2,,1,1,1,1,1,1,1,1,3,1,,2,,1,2,1,9,3,1,2,3,0.8134127738952615
202001014133,06-Jul-2024 12:19:30,06-Jul-2024 12:44:38,3,1,9,2,2,2,2,2,2,1,,1,4,3,,,,,1,,3,3,2,1,2,1,1,3,3,2,1,4,4,4,4,,,,,,,,,,,,,4,4,2,1,2,2,2,4,3,2,1,,,,,,,,,2,2,1,1,2,2,3,3,3,,1,2,4,,,,,3,3,3,,,,,2,2,2,2,4,1,1,,,,1,2,1,3,4,4,4,4,2,2,3,3,2,2,2,2,1,2,2,3,2,1,1,,3,1,3,5,2,4,2,1,5,2,,1,1,1,1,1,5,,4,5,3,2,,4,2,3,1,9,3,1,1,3,0.23991571655303898
202001014147,02-Jul-2024 22:07:03,02-Jul-2024 22:11:18,3,1,9,2,2,2,1,1,2,1,,1,2,,,1,,2,,,4,2,2,2,2,1,1,4,3,3,2,3,3,3,2,,,,,,,,,,,,,4,4,3,1,1,1,2,3,4,2,1,,,,,,,,,5,2,2,1,2,1,1,5,3,,3,2,3,,,,,2,2,1,,,,,3,3,4,2,2,1,1,,,,3,1,1,1,4,2,1,5,4,1,4,1,2,2,2,1,1,2,2,2,1,1,1,,2,1,1,2,2,2,1,1,6,2,,1,3,5,1,6,7,,4,5,3,2,,4,2,3,1,9,3,1,1,3,0.2695371532352702
202001014174,06-Jul-2024 23:03:03,06-Jul-2024 23:21:07,3,1,9,1,2,2,2,2,1,,1,1,1,,1,,,1,,1,,,1,2,1,4,4,1,1,4,3,2,2,2,4,1,1,1,1,1,1,4,4,4,4,4,4,,,,,,,,,,,2,4,4,4,3,4,2,4,4,,,,,,,,,1,1,,2,3,4,4,4,4,,,,1,1,1,1,,,,3,4,1,1,1,1,5,,,,,6,5,5,1,1,5,2,3,2,2,2,2,2,2,2,1,2,4,3,,1,1,3,7,3,4,2,1,5,2,,1,1,1,1,5,2,2,2,2,1,,1,,1,1,1,2,1,5,2,1,1.8140932302467045
202001014178,04-Jul-2024  08:12:31,04-Jul-2024  08:26:20,1,1,9,2,2,1,2,2,2,2,,2,4,1,,,,,,,2,3,2,1,2,2,2,3,2,3,2,3,2,2,3,,,,,,,,,,,,,3,2,2,3,3,3,2,3,3,2,2,,,,,,,,,2,3,2,2,2,2,5,2,3,,3,2,5,,,,,3,3,3,,,,,2,2,2,3,3,2,1,,,,3,3,3,3,3,3,3,3,3,3,4,3,2,2,2,1,1,2,2,3,1,1,2,3,1,1,1,2,2,3,1,2,4,2,,1,1,1,1,1,2,2,2,5,1,,2,,1,1,1,99,2,2,2,99,0.9524763370743375
202001014243,03-Jul-2024 22:10:09,03-Jul-2024 22:21:22,1,1,9,2,2,1,2,1,1,1,,1,2,,,1,,1,,,4,2,2,1,2,2,99,4,3,2,1,4,4,4,2,,,,,,,,,,,,,4,4,3,1,1,1,1,2,4,3,1,,,,,,,,,3,2,1,1,2,1,1,1,1,,1,2,4,,,,,99,1,2,,,,,99,4,4,1,4,4,1,,,,1,1,1,1,3,2,3,3,3,1,3,4,2,1,2,2,1,2,2,1,2,1,3,3,2,1,3,5,2,99,2,1,6,2,,1,1,1,1,1,5,,4,4,3,2,,3,2,3,1,9,3,2,2,3,0.4204136153555568
202001014246,03-Jul-2024  04:21:49,03-Jul-2024 15:55:28,1,1,9,1,2,2,2,2,1,,1,3,4,3,,,,,2,4,,,2,99,2,4,2,3,3,3,2,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,,,,,,,,,,,2,4,4,3,2,4,2,4,4,,,,,,,,,3,1,,1,,4,3,4,4,,,,4,4,4,99,,,,3,3,1,2,1,2,2,,,,,2,5,3,5,1,3,1,4,1,1,2,2,2,2,99,1,3,1,4,,3,1,4,8,1,4,2,2,3,2,,1,1,1,1,1,1,2,1,5,4,2,,4,2,4,1,6,4,3,2,2,0.7784658465598294
202001014287,02-Jul-2024 18:55:16,02-Jul-2024 21:11:56,1,1,9,1,2,2,2,2,2,,1,1,2,,,1,,2,,4,,,2,1,2,1,3,4,3,3,2,3,4,4,3,4,4,4,4,4,4,2,1,2,2,2,1,,,,,,,,,,,2,3,3,2,1,2,1,2,2,,,,,,,,,2,1,,2,4,3,3,2,2,,,,4,4,4,4,,,,3,3,1,1,1,2,2,,,,,4,4,4,5,5,3,1,1,1,2,2,1,1,2,2,1,3,1,5,,2,1,3,5,1,2,1,1,5,2,,1,1,1,1,1,10,,3,6,3,2,,4,2,4,1,9,5,1,1,3,0.5129145975325236
202001014335,06-Jul-2024 23:47:58,07-Jul-2024 17:08:45,1,1,9,1,1,1,2,2,1,,2,1,,,1,,,1,,2,,,2,2,1,3,2,2,2,4,3,4,3,3,3,1,2,1,1,1,2,4,4,4,4,4,4,,,,,,,,,,,1,2,3,2,2,3,1,3,2,,,,,,,,,2,1,,2,3,3,4,3,4,,,,1,1,1,1,,,,3,3,1,2,1,2,1,,,,,3,4,4,3,3,4,2,3,2,1,2,1,2,1,1,,,,5,3,,1,2,4,2,1,2,2,4,2,,1,1,1,1,6,12,,3,6,3,1,,4,1,2,3,1,3,1,2,1,1.4691565916894087
202001014372,02-Jul-2024 18:55:12,02-Jul-2024 19:03:22,1,1,9,1,2,2,2,2,2,,2,3,,3,,,,,1,4,,,2,2,2,3,2,3,2,4,3,3,3,3,3,2,3,4,2,2,3,4,2,3,3,4,2,,,,,,,,,,,2,4,4,4,3,4,2,3,3,,,,,,,,,1,1,,2,4,3,4,3,3,,,,3,2,3,2,,,,4,1,2,2,4,4,4,,,,,4,4,3,3,3,4,4,4,2,2,2,1,2,2,2,,,,3,,,1,2,4,1,1,1,2,4,2,,1,1,1,1,2,10,,3,3,4,1,,5,1,2,3,4,3,1,2,2,2.589997217872799
202001014379,02-Jul-2024 20:02:18,02-Jul-2024 20:22:29,1,1,9,1,1,2,2,2,1,,1,1,1,,1,,,1,,1,,,2,2,2,3,1,1,1,4,3,3,2,2,4,1,1,2,1,1,1,4,4,4,4,4,4,,,,,,,,,,,1,4,3,4,2,4,2,4,2,,,,,,,,,1,2,,2,2,4,4,4,4,,,,1,1,1,1,,,,4,1,2,2,1,3,2,,,,,4,5,5,3,4,4,2,3,2,2,2,1,2,1,2,1,1,4,1,5,1,1,3,6,3,3,1,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,8,2,2,1,2,0.5797289479785304
202001014387,02-Jul-2024 20:19:31,02-Jul-2024 20:39:29,1,1,9,2,2,1,1,1,1,1,,1,2,,,1,,2,,,4,2,2,1,2,1,2,4,3,2,1,3,4,4,2,,,,,,,,,,,,,4,4,3,1,1,1,1,2,4,4,1,,,,,,,,,3,3,2,2,3,1,3,2,2,,1,2,4,,,,,1,2,1,,,,,4,4,4,2,3,1,1,,,,3,1,2,1,2,2,2,5,5,2,1,1,2,1,2,2,2,2,2,1,2,1,4,2,2,1,3,6,2,4,2,1,5,2,,1,1,1,1,3,1,2,1,2,3,2,,2,2,4,1,6,5,2,1,2,0.38683894414249415
202001014437,02-Jul-2024 18:23:03,03-Jul-2024  02:54:08,1,1,9,2,2,2,1,1,1,4,,1,2,,,1,,1,,,4,1,1,1,2,1,2,4,3,1,1,3,3,4,2,,,,,,,,,,,,,4,4,3,1,1,2,2,2,4,3,1,,,,,,,,,2,2,2,2,2,1,1,2,3,,1,2,4,,,,,2,2,2,,,,,4,4,4,5,4,4,1,,,,3,2,3,3,6,2,2,4,5,5,4,4,2,2,1,2,1,2,2,1,2,2,4,,2,1,3,5,2,3,1,1,5,2,,1,1,1,1,1,10,,3,5,2,,1,,2,4,1,8,5,1,2,2,0.4897689817603476
202001014440,02-Jul-2024 23:11:14,02-Jul-2024 23:19:25,1,1,9,2,2,1,1,1,1,1,,1,2,,,1,,1,,,4,1,2,1,2,2,2,4,3,1,1,3,4,4,1,,,,,,,,,,,,,4,4,3,1,1,1,1,2,4,3,1,,,,,,,,,1,3,1,2,2,1,1,2,3,,1,2,4,,,,,1,1,1,,,,,4,4,4,2,3,1,1,,,,5,1,2,1,6,1,1,5,5,3,3,1,2,1,2,1,2,1,2,1,3,4,4,7,2,1,4,8,1,3,2,2,3,2,,1,2,2,1,5,9,,3,6,2,,1,,2,4,1,3,4,1,2,1,0.6974663828568958
202001014468,03-Jul-2024  09:44:28,03-Jul-2024 10:00:37,3,1,9,1,2,1,2,2,2,,1,1,1,,1,,,1,,2,,,2,1,2,3,2,2,2,4,3,2,2,2,3,1,2,2,1,1,1,3,4,4,3,4,4,,,,,,,,,,,2,3,3,2,1,3,2,2,3,,,,,,,,,3,2,,2,3,4,4,3,3,,,,1,1,2,1,,,,3,4,2,2,3,3,3,,,,,3,4,2,2,3,3,4,4,2,2,2,2,1,2,2,2,1,3,2,5,1,1,1,2,2,4,1,2,3,2,,1,1,1,1,1,2,2,2,1,1,,1,,1,1,1,9,2,3,2,3,0.8351399864774671
202001014527,02-Jul-2024 18:55:17,02-Jul-2024 20:24:10,3,1,9,1,2,1,2,1,2,,2,1,2,,,1,,2,,4,,,2,1,2,1,2,4,3,2,2,4,4,4,2,4,4,4,4,4,4,2,1,4,2,2,1,,,,,,,,,,,1,2,3,1,2,2,1,2,2,,,,,,,,,2,1,,2,4,2,3,2,1,,,,3,4,4,4,,,,3,2,2,2,1,1,2,,,,,3,2,4,5,5,4,1,4,2,2,2,1,1,2,2,1,3,1,3,4,2,1,2,3,2,3,1,1,6,2,,1,1,1,1,1,10,,3,6,3,2,,4,2,3,1,9,3,1,1,3,0.32489943319305736
202001014553,02-Jul-2024 18:30:17,02-Jul-2024 18:56:07,3,1,9,1,2,1,1,1,1,,1,1,2,,,1,,1,,2,,,2,1,2,2,2,4,3,2,1,2,3,4,2,4,4,4,4,4,4,1,1,2,1,2,1,,,,,,,,,,,1,2,2,1,1,2,1,2,2,,,,,,,,,3,1,,2,3,1,2,1,1,,,,4,4,99,4,,,,2,2,1,1,1,1,1,,,,,3,2,2,5,3,3,1,4,2,2,2,2,2,2,2,1,2,4,5,1,2,1,3,6,2,4,2,1,6,2,,1,1,1,1,5,12,,3,4,2,,1,,2,4,1,9,4,1,1,3,0.25072467901577167
202001014556,04-Jul-2024 20:50:38,04-Jul-2024 20:57:53,1,1,9,1,2,1,2,2,1,,1,1,1,,1,,,1,,3,,,2,1,1,3,2,2,2,4,3,3,3,2,4,1,2,1,1,1,2,4,4,4,4,4,4,,,,,,,,,,,2,2,2,1,3,4,5,4,2,,,,,,,,,1,2,,2,2,4,4,4,4,,,,1,1,2,1,,,,2,1,2,2,2,4,4,,,,,5,5,5,2,2,2,4,4,2,2,2,2,2,2,2,2,1,3,4,5,1,1,3,5,2,2,2,1,6,2,,4,1,1,4,1,2,2,2,5,1,,1,,1,1,1,9,2,1,2,3,1.08607315359411
202001014558,03-Jul-2024 10:57:52,03-Jul-2024 11:04:09,3,1,9,2,2,2,2,2,1,2,,1,1,,1,,,1,,,1,4,2,1,2,3,2,2,2,4,3,3,3,2,4,,,,,,,,,,,,,1,1,1,4,4,4,4,4,1,1,1,,,,,,,,,3,2,5,2,5,1,2,4,3,,1,2,5,,,,,4,4,4,,,,,1,1,1,3,3,4,2,,,,3,3,3,3,3,5,5,1,1,5,4,3,2,2,2,1,1,2,2,1,1,3,2,,1,1,3,6,3,4,1,3,2,2,,1,1,1,1,1,1,2,1,6,1,,1,,1,1,1,6,1,1,2,2,0.9119536491111555
202001014624,03-Jul-2024 19:20:35,03-Jul-2024 19:29:05,1,1,9,1,2,2,2,1,2,,1,1,2,,,1,,1,,3,,,2,2,2,3,4,4,3,2,1,3,4,4,2,4,4,4,4,4,4,2,2,2,2,2,2,,,,,,,,,,,99,3,5,3,2,5,5,3,2,,,,,,,,,2,1,,2,4,1,3,99,1,,,,4,4,4,4,,,,3,3,1,1,1,2,2,,,,,3,2,2,5,3,3,1,1,2,2,2,2,1,2,2,1,3,1,2,,2,1,1,1,2,99,2,1,5,2,,1,1,1,1,1,12,,3,6,2,,1,,2,4,1,9,4,1,1,3,0.6122007518208101
202001014638,02-Jul-2024 21:47:49,02-Jul-2024 22:03:46,1,1,9,1,2,1,2,99,,,1,1,,1,,,,,,4,,,2,1,2,4,4,1,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,2,2,5,3,3,3,5,3,2,,,,,,,,,3,99,,2,4,4,4,4,4,,,,4,4,4,4,,,,4,99,2,2,1,5,5,,,,,4,5,5,5,5,3,4,4,2,2,2,2,2,2,2,,,,2,4,,1,1,2,2,4,2,2,3,2,,1,1,1,1,4,1,2,1,2,1,,2,,1,2,3,2,3,2,2,2,0.9169979563865341
202001014654,03-Jul-2024 10:53:28,03-Jul-2024 11:01:22,1,1,9,1,2,2,2,2,1,,2,1,1,,1,,,1,,3,,,2,1,2,3,2,1,2,4,3,3,2,2,4,1,1,2,1,1,2,4,4,3,4,4,2,,,,,,,,,,,1,4,3,3,2,2,1,4,2,,,,,,,,,1,2,,2,2,4,4,4,4,,,,1,1,2,1,,,,3,3,1,1,1,1,1,,,,,3,5,5,2,3,3,2,3,2,2,2,2,1,2,2,1,1,3,1,,1,1,3,7,2,4,2,1,5,2,,1,1,1,1,5,2,2,2,3,1,,1,,1,1,1,99,2,2,2,99,0.8100252321064575
202001014735,03-Jul-2024 11:03:21,03-Jul-2024 11:29:56,3,1,9,1,2,2,2,2,1,,1,1,1,,1,,,1,,1,,,2,1,1,4,1,1,1,4,3,3,1,2,4,1,1,1,1,1,1,4,4,4,4,4,4,,,,,,,,,,,2,4,4,3,3,4,2,4,4,,,,,,,,,2,2,,2,2,4,4,4,4,,,,1,1,1,1,,,,2,1,2,2,3,4,4,,,,,3,5,5,4,3,2,2,3,2,2,2,2,2,2,2,1,1,4,4,,1,1,1,1,1,4,1,2,3,2,,1,4,4,1,3,11,2,4,4,3,1,,3,1,1,1,99,1,3,2,99,0.9414441224634733
202001014792,03-Jul-2024 16:58:57,03-Jul-2024 17:24:27,1,1,9,2,1,1,2,2,1,2,,1,1,,1,,,1,,,2,3,2,2,1,2,2,1,1,4,3,3,3,2,4,,,,,,,,,,,,,2,1,1,3,4,4,3,4,3,1,2,,,,,,,,,3,5,2,2,2,2,2,3,3,,3,2,3,,,,,4,4,4,,,,,2,2,2,2,1,4,2,,,,1,2,2,1,3,5,5,2,2,3,2,3,2,1,2,2,2,2,1,1,1,3,3,4,1,1,4,8,2,2,2,2,3,2,,4,4,4,4,1,2,2,2,3,1,,1,,1,1,1,9,2,2,1,2,0.7235318511366232
202001014804,04-Jul-2024  09:17:56,04-Jul-2024  09:30:35,1,1,9,2,2,2,1,1,1,2,,1,2,,,1,,1,,,4,2,2,1,2,3,2,4,3,1,1,4,4,4,1,,,,,,,,,,,,,4,4,4,1,1,1,1,2,4,3,1,,,,,,,,,5,5,2,2,2,1,2,2,3,,1,2,4,,,,,2,99,2,,,,,4,99,4,4,3,1,1,,,,1,2,3,1,3,1,2,5,5,4,3,4,2,2,2,1,1,2,2,1,3,1,1,,2,1,4,9,2,3,2,2,3,2,,1,2,2,1,1,12,,3,6,2,,1,,2,4,1,99,4,2,2,99,0.9984511233390941
202001014852,02-Jul-2024 18:55:42,02-Jul-2024 19:18:04,1,1,9,1,2,1,2,2,2,,1,2,1,,1,,,2,,3,,,2,2,2,2,1,1,2,3,1,2,2,2,3,1,2,2,1,1,1,2,2,2,2,3,2,,,,,,,,,,,1,5,5,2,2,2,2,3,5,,,,,,,,,3,2,,2,3,3,2,2,3,,,,2,2,2,2,,,,3,3,2,1,1,1,2,,,,,2,3,4,2,3,3,3,3,2,2,2,1,1,2,2,2,3,1,2,2,1,1,4,9,2,3,2,2,3,2,,4,1,1,4,1,12,,3,5,1,,1,,1,1,1,7,2,2,2,2,0.8709327849367665
202001014868,04-Jul-2024 11:17:30,05-Jul-2024  09:31:24,1,1,9,1,2,2,2,2,2,,4,4,,3,,,,,2,4,,,2,1,2,4,4,3,2,2,2,3,2,3,3,4,3,4,4,4,4,4,3,3,4,4,4,,,,,,,,,,,1,5,5,5,5,5,5,5,5,,,,,,,,,3,2,,2,5,3,4,3,4,,,,3,4,4,3,,,,5,4,4,2,5,5,5,,,,,6,5,2,4,3,5,4,4,1,2,2,1,1,2,2,,,,3,,,1,1,2,3,1,2,3,2,2,,1,1,1,1,6,12,,3,6,4,99,,,9,9,2,4,99,3,2,2,3.4897548257176774
202001014943,03-Jul-2024 24:59:35,03-Jul-2024  01:11:37,1,1,9,1,1,2,1,1,2,,2,2,,,,,,,,2,,,2,2,1,2,1,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,1,2,2,2,5,5,1,5,2,,,,,,,,,1,2,,1,,3,2,2,3,,,,2,2,2,2,,,,3,1,2,2,2,2,1,,,,,2,4,4,4,4,3,3,3,2,2,2,1,1,2,2,,,,1,2,,1,4,9,2,2,1,1,6,2,,2,3,5,4,1,12,,3,5,1,,2,,1,2,3,9,3,1,2,3,1.357519017138004
202001014960,02-Jul-2024 18:23:03,02-Jul-2024 18:35:52,1,1,9,1,2,2,2,2,1,,4,4,,3,,,,,1,4,,,2,1,2,4,4,1,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,1,2,2,4,4,4,4,4,4,,,,,,,,,3,2,,2,5,4,4,4,4,,,,4,4,4,4,,,,5,4,4,2,5,5,5,,,,,6,3,3,5,5,5,4,4,1,1,1,2,2,1,2,,,,4,,,1,1,2,1,2,1,2,4,1,2,3,1,3,2,6,2,2,2,6,3,2,,4,2,3,3,1,3,1,2,1,2.8928855050295526
202001014962,05-Jul-2024 18:57:23,05-Jul-2024 19:54:47,1,1,9,2,1,2,1,1,1,1,,1,2,,,1,,1,,,4,2,2,1,2,2,2,4,3,1,2,3,4,4,2,,,,,,,,,,,,,4,4,3,1,1,1,1,2,4,3,1,,,,,,,,,4,3,2,2,2,2,2,2,2,,1,2,4,,,,,1,1,1,,,,,4,4,4,2,2,1,1,,,,1,1,1,1,2,1,5,5,2,3,3,4,2,2,2,2,1,2,2,1,3,1,1,2,2,1,3,5,2,2,2,1,5,2,,1,1,1,1,1,12,,3,6,2,,1,,2,4,1,5,4,2,2,2,0.7639395854172916
202001014980,02-Jul-2024 19:09:40,02-Jul-2024 19:17:06,1,1,9,1,1,1,2,2,1,,1,1,1,,1,,,1,,3,,,2,1,2,2,1,2,3,4,3,2,1,2,4,1,1,3,2,1,1,4,4,4,4,4,4,,,,,,,,,,,2,2,2,3,2,1,2,3,3,,,,,,,,,3,2,,2,2,4,4,4,4,,,,1,1,2,1,,,,1,2,2,2,1,2,1,,,,,3,5,5,2,3,1,2,3,2,2,2,1,2,2,2,1,2,1,1,2,1,1,3,5,2,3,1,1,6,99,,1,1,1,1,1,2,2,2,3,1,,2,,1,1,1,9,2,1,1,3,0.4033345941472271
202001014985,07-Jul-2024 11:55:26,07-Jul-2024 12:01:50,1,1,9,2,1,2,2,1,2,3,,2,2,,,1,,2,,,4,2,2,2,2,1,2,4,3,2,1,2,3,4,2,,,,,,,,,,,,,4,4,2,1,1,1,2,3,4,3,1,,,,,,,,,2,3,5,2,2,2,5,2,2,,3,2,3,,,,,1,1,1,,,,,3,3,4,3,4,2,1,,,,2,3,2,3,3,2,2,4,5,5,4,4,1,2,2,1,2,2,1,3,2,1,4,7,2,1,4,8,2,2,2,2,3,2,,1,2,2,1,1,10,,3,6,2,,1,,2,4,1,6,4,1,2,2,1.2955502014894802
